"Revised  NEET-UG  Counselling Seats Allotment -2025 Round 3","","","","","","","","","","","","","","","",""
"Round 1","","","","","Round 2","","","","","Round 3","","","","","",""
"Rank","Allotted Quota","Allotted Institute","Course","Remarks","Allotted Quota","Allotted Institute","Course","Remarks","Allotted Quota","","Allotted Institute","Course","Alloted Category","candidate Category","option No.","Remarks"
"5506","Open Seat Quota","AIIMS-Bhopal,","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"5507","All India","Government Medical College, Konni","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5509","-","-","-","-","Open Seat Quota","JIPMER KARAIKAL","MBBS","Reported","-","","-","-","-","-","-","Did not fill up fresh choices."
"5511","-","-","-","-","All India","M.G.M. MEDICAL COLLEGE, INDORE","MBBS","Not Reported","-","","-","-","-","-","-","Did not fill up fresh choices."
"5512","All India","DR.RAJENDRA PRASAD MC, TANDA","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5514","All India","GOVT. MEDICAL COLLEGE,TIRUNELVELI","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"5516","Open Seat Quota","AIIMS, Rishikesh","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"5517","All India","Government Medical College, Pali","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5519","All India","Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"5520","All India","Government Medical College, ESIC, Kollam","MBBS","Not Reported","All India","GOVT.MEDICAL COLLEGE,THIRUVANANT HAPURAM","MBBS","Reported","-","","-","-","-","-","-","No Upgradation"
"5521","Delhi University Quota","Lady Hardinge Medical College, New Delhi(Female Seat only )","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5522","All India","ESI-MC&PGIMS&R,
Banglore","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Not Allotted."
"5523","All India","G.S.V.M. MEDICAL COLLEGE, KANPUR","MBBS","Reported","-","-","-","-","Open Seat Quota","","AIIMS, Deogarh ,AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152,
Jharkhand, 814152","MBBS","EWS","EWS","17","Upgraded"
"5524","All India","NILRATAN SIRKAR MEDICAL COLLEGE, KOLKATA","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Not Allotted."
"5525","All India","M.P. SHAH MEDICAL COLLEGE, JAMNAGAR","MBBS","Not Reported","All India","R.N.T. MEDICAL COLLEGE, UDAIPUR","MBBS","Reported","-","","-","-","-","-","-","Did not opt for Upgradation."
"5526","Delhi University Quota","Lady Hardinge Medical College, New Delhi(Female Seat only )","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5527","All India","GOVT. MEDICAL COLLEGE,TIRUNELVELI","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5529","-","-","-","-","Open Seat Quota","JIPMER KARAIKAL","MBBS","Reported","-","","-","-","-","-","-","Did not opt for Upgradation."
"5533","All India","CALCUTTA NATIONAL MED COLL,KOLKATA","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Not Allotted."
"5534","All India","L.L.R.M. MEDICAL COLLEGE, MEERUT","MBBS","Not Reported","All India","MEDICAL COLLEGE, BARODA","MBBS","Reported","-","","-","-","-","-","-","No Upgradation"
"5536","Delhi University Quota","Maulana Azad Medical College, New Delhi","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5539","-","-","-","-","All India","G.S.V.M. MEDICAL COLLEGE, KANPUR","MBBS","Not Reported","Open Seat Quota","","Jawaharlal Nehru Medical College, AMU,ALIGARH,ALIGARH MUSLIM UNIVERSITY,
ALIGARH, Uttar Pradesh, 202002","MBBS","Open","General","4","Fresh Allotted in 3nd Round"
"5541","All India","MAHARANI LAXMI BAI MEDICAL COLL,JHANSI","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5542","-","-","-","-","-","-","-","-","All India","","RUHS College of Medical Sciences, Jaipur,RUHS COLLEGE OF MEDICAL SCIENCES, SECTOR -11, PRATAP NAGAR, SANGANER, JAIPUR 302033,
Rajasthan, 302033","MBBS","OBC","OBC","13","Fresh Allotted in 3nd Round"
"5543","All India","Maulana Azad Medical College, New Delhi","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"5544","-","-","-","-","All India","MYSORE MED.& RESEARCH INST. MYSORE","MBBS","Reported","-","","-","-","-","-","-","Did not opt for Upgradation."
"5545","All India","LOKMANYA TILAK MUNICIPAL M C,MUMBAI","MBBS","Reported","-","-","-","-","All India","","SETH G.S. MEDICAL COLLEGE, MUMBAI,ACHARYA DONDE MARG PAREL MUMBAI,
Maharashtra, 400012","MBBS","EWS","EWS","3","Upgraded"
"5546","All India","TOPIWALA NATIONAL MEDICAL COLLEGE,MUMBAI","MBBS","Not Reported","All India","B.J. Government Medical College, Pune","MBBS","Reported","-","","-","-","-","-","-","Did not opt for Upgradation."
"5547","All India","Darbhanga Medical College, Laheriasarai","MBBS","Not Reported","All India","MEDICAL COLLEGE, BARODA","MBBS","Reported","-","","-","-","-","-","-","Did not opt for Upgradation."
"5548","-","-","-","-","-","-","-","-","Open Seat Quota","","Jawaharlal Nehru Medical College, AMU,ALIGARH,ALIGARH MUSLIM UNIVERSITY,
ALIGARH, Uttar Pradesh, 202002","MBBS","Open","General","5","Fresh Allotted in 3nd Round"
"5550","All India","G.S.V.M. MEDICAL COLLEGE, KANPUR","MBBS","Not Reported","All India","Bangalore Medical College and Research Institute","MBBS","Not Reported","-","","-","-","-","-","-","Not Allotted."
"5551","Delhi University Quota","Lady Hardinge Medical College, New Delhi(Female Seat only )","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"5553","IP
University Quota","Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5555","Delhi University Quota","Maulana Azad Medical College, New Delhi","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"5556","All India","SHRI KALYAN GOVT MEDICAL COLLEGE SIKAR","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5557","All India","Govt Medical College, Palakkad","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Not Allotted."
"5562","All India","PT. B.D. SHARMA PGIMS, ROHTAK","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"5563","IP
University Quota","Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"5565","-","-","-","-","All India","Hinduhridayasamrat Balasaheb Thackeray Medical College and Dr. R.
N. Cooper Municipal General Hospital,
Maharashtra","MBBS","Reported","-","","-","-","-","-","-","Did not opt for Upgradation."
"5567","-","-","-","-","All India","L.L.R.M. MEDICAL COLLEGE, MEERUT","MBBS","Reported","All India","","INDIRA GANDHI MEDICAL COLL., SHIMLA,IGMC SHIMLA NEAR LAKKARBAZAR SHIMLA,
Himachal Pradesh, 171001","MBBS","Open","General","12","Upgraded"
"5568","All India","MAHARAJA K.C. GAJAPATI M.C.,BRAHMAPUR","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5571","All India","MYSORE MED.& RESEARCH INST. MYSORE","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Not Allotted."
"5573","All India","DR.RAJENDRA PRASAD MC, TANDA","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5576","All India","LOKMANYA TILAK MUNICIPAL M C,MUMBAI","MBBS","Not Reported","Open Seat Quota","JIPMER KARAIKAL","MBBS","Not Reported","-","","-","-","-","-","-","Did not fill up fresh choices."
"5577","Delhi University Quota","Lady Hardinge Medical College, New Delhi(Female Seat only )","MBBS","Reported","All India","Hinduhridayasamrat Balasaheb Thackeray Medical College and Dr. R.
N. Cooper Municipal General Hospital,
Maharashtra","MBBS","Reported","-","","-","-","-","-","-","No Upgradation"
"5579","-","-","-","-","All India","Osmania Medical College Koti","MBBS","Reported","-","","-","-","-","-","-","Did not fill up fresh choices."
"5581","-","-","-","-","All India","GOVT. MEDICAL COLLEGE,PATIALA","MBBS","Reported","-","","-","-","-","-","-","Did not opt for Upgradation."
"5583","All India","M.P. SHAH MEDICAL COLLEGE, JAMNAGAR","MBBS","Not Reported","All India","M.G.M. MEDICAL COLLEGE, INDORE","MBBS","Not Reported","-","","-","-","-","-","-","Not Allotted."
"5586","All India","TOPIWALA NATIONAL MEDICAL COLLEGE,MUMBAI","MBBS","Not Reported","-","-","-","-","Open Seat Quota","","Jawaharlal Nehru Medical College, AMU,ALIGARH,ALIGARH MUSLIM UNIVERSITY,
ALIGARH, Uttar Pradesh, 202002","MBBS","Open","OBC","20","Fresh Allotted in 3nd Round"
"5587","All India","BELGAUM INST. OF MEDICAL SCI., BELGAUM","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Not Allotted."
"5588","-","-","-","-","All India","DR.S.N. MEDICAL COLLEGE, JODHPUR","MBBS","Reported","-","","-","-","-","-","-","No Upgradation"
"5589","All India","GURU GOVIND SINGH MED COLL,FARIDKOT","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5592","All India","NALANDA MEDICAL COLLEGE, PATNA","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5593","Delhi University Quota","Lady Hardinge Medical College, New Delhi(Female Seat only )","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5594","All India","Pt. D.D.U MEDICAL COLLEGE, RAJKOT","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5595","All India","MEDICAL COLLEGE, BARODA","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Not Allotted."
"5596","All India","V.S.S. MEDICAL COLLEGE, BURLA","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5600","All India","Kakatiya Medical College Warangal","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5601","All India","Government Medical College and ESIC Hospital, Coimbatore","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5604","All India","BELGAUM INST. OF MEDICAL SCI., BELGAUM","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"5605","All India","GOA MEDICAL COLLEGE, PANAJI","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5606","All India","UTTARANCHAL F HOSP TRUST MC,HALDWANI","MBBS","Reported","All India","L.L.R.M. MEDICAL COLLEGE, MEERUT","MBBS","Seat Surrendered","IP
University Quota","","ESIC MEDICAL COLLEGE AND HOSPITAL,BASAIDARAPUR, BASAIDARAPUR, NEW DELHI","MBBS","Open","General","11","Fresh Allotted in 3nd Round"
"5609","All India","Pt. D.D.U MEDICAL COLLEGE, RAJKOT","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5610","Delhi University Quota","University College of Medical Sciences, New Delhi","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","No Upgradation"
"5612","All India","B.R.D. MEDICAL COLLEGE, GORAKHPUR","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5615","-","-","-","-","All India","GOVT.MEDICAL COLLEGE,THIRUVANANT HAPURAM","MBBS","Reported","All India","","Shri Atal Bihari Vajpayee Medical College & Research Institute, Bengaluru,SHIVAJINAGAR, BENGALURU, Karnataka, 560001","MBBS","Open","OBC","3","Upgraded"
"5617","All India","Osmania Medical College Koti","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","No Upgradation"
"5619","All India","JHALAWAR MEDICAL
COLLEGE, Jhalawar","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5620","All India","GOVT. MOHAN KUMARAMANGALAM M.C.,SALEM","MBBS","Not Reported","Open Seat Quota","AIIMS, Madurai","MBBS","Reported","-","","-","-","-","-","-","No Upgradation"
"5621","All India","B.R.D. MEDICAL COLLEGE, GORAKHPUR","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Not Allotted."
"5622","All India","Government Medical College, Kathua","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5623","All India","GUWAHATI MEDICAL COLLEGE, GUWAHATI","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","No Upgradation"
"5624","All India","Hinduhridayasamrat Balasaheb Thackeray Medical College and Dr. R.
N. Cooper Municipal General Hospital, Maharashtra","MBBS","Not Reported","Open Seat Quota","AIIMS, Madurai","MBBS","Not Reported","-","","-","-","-","-","-","Did not fill up fresh choices."
"5627","All India","M.P. SHAH MEDICAL COLLEGE, JAMNAGAR","MBBS","Not Reported","All India","GOVT. MEDICAL COLLEGE,PATIALA","MBBS","Reported","-","","-","-","-","-","-","No Upgradation"
"5628","All India","M.G.M. MEDICAL COLLEGE, INDORE","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5629","All India","Government Doon Medcial College, Dehradun","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5630","All India","Employees State Insurance Corporation Medical College, Alwar","MBBS","Not Reported","All India","L.L.R.M. MEDICAL COLLEGE, MEERUT","MBBS","Seat Surrendered","-","","-","-","-","-","-","Did not fill up fresh choices."
"5631","All India","TOPIWALA NATIONAL MEDICAL COLLEGE,MUMBAI","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5634","All India","GOVT. MEDICAL COLLEGE,TIRUNELVELI","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5640","Open Seat Quota","AIIMS, Nagpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"5642","All India","GUWAHATI MEDICAL COLLEGE, GUWAHATI","MBBS","Reported","Open Seat Quota","AIIMS, Madurai","MBBS","Reported","-","","-","-","-","-","-","Did not opt for Upgradation."
"5644","Open Seat Quota","AIIMS, Bhubaneswar","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"5647","All India","L.L.R.M. MEDICAL COLLEGE, MEERUT","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5648","All India","GOVT. MEDICAL COLLEGE,TIRUNELVELI","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"5650","Delhi NCR
Children/ Widows of Personnel of the Armed Forces (CW) DU
Quota","University College of Medical Sciences, New Delhi","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5651","All India","DR.RAJENDRA PRASAD MC, TANDA","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","No Upgradation"
"5652","-","-","-","-","All India","MEDICAL COLLEGE, BARODA","MBBS","Not Reported","-","","-","-","-","-","-","Did not fill up fresh choices."
"5653","All India","MEDICAL COLLEGE, BARODA","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5656","All India","KURNOOL MEDICAL COLLEGE, KURNOOL","MBBS","Reported","All India","Osmania Medical College Koti","MBBS","Reported","-","","-","-","-","-","-","Did not fill up fresh choices."
"5660","All India","SHRI KALYAN GOVT MEDICAL COLLEGE SIKAR","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5665","IP
University Quota","Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"5667","All India","RAJIV GANDHI MEDICAL COLLEGE, THANE","MBBS","Reported","All India","TOPIWALA NATIONAL MEDICAL COLLEGE,MUMBAI","MBBS","Reported","-","","-","-","-","-","-","Did not fill up fresh choices."
"5672","Employee s State Insurance Scheme( ESI)","ESIC Medical College, Faridabad","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"5673","All India","M.G.M. MEDICAL COLLEGE, INDORE","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Not Allotted."
"5674","-","-","-","-","All India","R.N.T. MEDICAL COLLEGE, UDAIPUR","MBBS","Seat Surrendered","-","","-","-","-","-","-","Did not fill up fresh choices."
"5675","-","-","-","-","All India","MEDICAL COLLEGE, BARODA","MBBS","Reported","All India","","INDIRA GANDHI MEDICAL COLL., SHIMLA,IGMC SHIMLA NEAR LAKKARBAZAR SHIMLA,
Himachal Pradesh, 171001","MBBS","Open","OBC","16","Upgraded"
"5677","-","-","-","-","All India","DR.S.N. MEDICAL COLLEGE, JODHPUR","MBBS","Reported","-","","-","-","-","-","-","Did not opt for Upgradation."
"5679","All India","THENI GOVT. MEDICAL COLLEGE, THENI","MBBS","Not Reported","All India","GOVT. KILPAUK MEDICAL COLLEGE,CHENNAI","MBBS","Not Reported","-","","-","-","-","-","-","Did not fill up fresh choices."
"5680","-","-","-","-","All India","TOPIWALA NATIONAL MEDICAL COLLEGE,MUMBAI","MBBS","Not Reported","-","","-","-","-","-","-","Did not fill up fresh choices."
"5681","All India","THENI GOVT. MEDICAL COLLEGE, THENI","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5683","All India","INDIRA GANDHI GOVT.MEDICAL COLL., NAGPUR","MBBS","Not Reported","All India","TOPIWALA NATIONAL MEDICAL COLLEGE,MUMBAI","MBBS","Reported","-","","-","-","-","-","-","Did not opt for Upgradation."
"5684","All India","NILRATAN SIRKAR MEDICAL COLLEGE, KOLKATA","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"5685","All India","BPS Govt. Med. College, Sonepat(Female Seat only )","MBBS","Not Reported","-","-","-","-","IP
University Quota","","ESIC MEDICAL COLLEGE AND HOSPITAL,BASAIDARAPUR, BASAIDARAPUR, NEW DELHI","MBBS","Open","General","12","Fresh Allotted in 3nd Round"
